Year,SDG Series,Type of product,Unit of measure,COMMENT_OBS,Observation-level footnotes,BASE_PER,Base period,Value
2015,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,0.01733
2016,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,0.01968
2017,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,0.01429
2018,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,0.01212
2019,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,0.01244
2000,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.011
2001,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.01385
2002,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.01792
2003,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.01316
2004,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.01124
2005,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.01304
2006,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.01241
2007,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.01227
2008,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.01277
2009,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.01317
2010,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.01995
2011,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.03147
2012,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.0323
2013,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.02816
2014,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.02586
2015,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.02272
2016,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.02206
2017,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.01506
2018,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.0121
2019,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.01266
2000,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.11718
2001,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.1245
2002,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.11387
2003,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.1602
2004,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.17477
2005,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.18804
2006,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.20325
2007,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.26904
2008,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.2785
2009,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.34132
2010,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.26945
2011,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.31287
2012,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.3935
2013,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.31661
2014,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.18162
2015,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.43145
2016,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.55503
2017,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.60021
2018,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.60451
2019,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.61967
2000,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2001,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2002,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2003,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2004,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2005,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2006,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2007,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2008,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.00018
2009,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.0005
2010,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.0007
2011,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.0018
2012,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.00242
2013,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.00305
2014,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.00413
2015,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.00408
2016,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.0051
2017,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.00547
2018,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.00569
2019,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.00552
2000,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2001,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2002,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2003,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2004,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2005,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2006,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2007,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2008,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.00018
2009,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.0005
2010,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.0007
2011,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.0018
2012,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.00242
2013,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.00305
2014,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.00413
2015,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.00408
2016,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.0051
2017,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.00547
2018,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.00569
2019,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,0.00552
2000,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2001,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2002,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2003,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2004,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2005,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2006,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2007,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2008,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2009,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2010,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2011,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2012,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2013,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2014,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2015,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2016,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2017,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2018,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2019,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2000,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2001,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2002,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2003,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2004,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2005,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2006,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2007,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2008,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2009,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2010,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2011,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2012,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2013,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2014,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2015,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2016,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2017,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2018,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2019,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2000,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2001,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2002,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2003,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2004,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2005,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2006,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2007,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2008,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2009,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2010,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2011,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2012,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2013,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2014,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2015,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2016,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2017,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2018,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2019,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,11.84848
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,11.74971
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,12.20462
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,12.81502
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,11.54066
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,11.17666
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,10.49791
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,10.02411
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,9.4435
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,9.29408
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,8.60918
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,7.8103
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,7.60268
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,7.01405
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,6.4232
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,6.41747
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,6.28054
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,5.88141
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,5.55907
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,5.30418
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,0.43756
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,0.43524
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,0.39247
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,0.60129
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,0.59562
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,0.58391
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,0.6036
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,0.75722
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,0.72237
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,0.82421
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,0.58174
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,0.62073
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,0.74044
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,0.55213
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,0.28014
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,0.66372
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,0.81954
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,0.82931
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,0.8043
